id;Agregado;ID;Descrição
CL;Cadastro Central de Empresas;7528;Empresas e outras organizações, pessoal ocupado total, pessoal ocupado assalariado, pessoal assalariado médio, salários e outras remunerações e salário médio mensal, por sexo e nível de escolaridade, segundo as seções, divisões e grupos da classificação de atividades (CNAE 2.0), as faixas de pessoal ocupado total e a natureza jurídica
CL;Cadastro Central de Empresas;9411;Empresas, pessoal ocupado total e indicadores de concentração econômica em relação à variável pessoal ocupado total das maiores empresas, por seção, divisão e grupo da classificação de atividades (CNAE 2.0)
CL;Cadastro Central de Empresas;9412;Empresas, pessoal ocupado total e indicadores de diversificação espacial e de atividades no total de empresas e nas empresas com mais de uma unidade local, por seção, divisão e grupo da classificação de atividades (CNAE 2.0) e tipo de empresa
CL;Cadastro Central de Empresas;9418;Empresas e outras organizações, pessoal ocupado total, pessoal ocupado assalariado, salários e outras remunerações, por seção, divisão, grupo e classe da classificação de atividades (CNAE 2.0)
CL;Cadastro Central de Empresas;9509;Unidades locais, empresas e outras organizações atuantes, pessoal ocupado total, pessoal ocupado assalariado, pessoal assalariado médio, salários e outras remunerações e salário médio mensal
CL;Cadastro Central de Empresas;9510;Unidades locais, empresas e outras organizações atuantes, pessoal ocupado total, pessoal ocupado assalariado, pessoal assalariado médio, salários e outras remunerações e salário médio mensal, por seção e divisão da classificação de atividades (CNAE 2.0), para os municípios com 50.000 habitantes ou mais
CL;Cadastro Central de Empresas;9528;Unidades locais, pessoal ocupado total e assalariado, salários e outras remunerações, por seção, divisão, grupo e classe da classificação de atividades (CNAE 2.0)
CL;Cadastro Central de Empresas;9529;Unidades locais, pessoal ocupado total, pessoal ocupado assalariado, pessoal assalariado médio, salários e outras remunerações e salário médio mensal, por seção, divisão e grupo da classificação de atividades (CNAE 2.0), faixas de pessoal ocupado total e natureza jurídica
CL;Cadastro Central de Empresas;9582;Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0), faixas de pessoal ocupado total e ano de fundação
CL;Cadastro Central de Empresas;988;Unidades locais, pessoal ocupado total e assalariado, salários e outras remunerações, salário médio mensal e pessoal assalariado médio, por seção, divisão e grupo da classificação de atividades (CNAE 2.0) e faixas de pessoal ocupado total (série encerrada)
CL;Cadastro Central de Empresas;992;Empresas e outras organizações, pessoal ocupado total, pessoal ocupado assalariado, pessoal assalariado médio, salários e outras remunerações e salário médio mensal, por sexo e nível de escolaridade, segundo as seções, divisões e grupos da classificação de atividades (CNAE 2.0), as faixas de pessoal ocupado total e a natureza jurídica – série encerrada em 2021
CL;Cadastro Central de Empresas;993;Empresas e outras organizações, por seção da classificação de atividades (CNAE 2.0), faixas de pessoal ocupado total e ano de fundação – série encerrada em 2021
CL;Cadastro Central de Empresas;994;Empresas, pessoal ocupado total e indicadores de concentração econômica em relação à variável pessoal ocupado total das maiores empresas, por seção, divisão e grupo da classificação de atividades (CNAE 2.0) – série encerrada em 2021
CL;Cadastro Central de Empresas;995;Empresas, pessoal ocupado total e indicadores de diversificação espacial e de atividades no total de empresas e nas empresas com mais de uma unidade local, por seção, divisão e grupo da classificação de atividades (CNAE 2.0) e tipo de empresa – série encerrada em 2021
CA;Censo Agropecuário;1005;Número de estabelecimentos agropecuários com eletrodomésticos, por tipo de eletroméstico utilizado, condição do produtor em relação às terras, direção do estabelecimento, nível de instrução da pessoa que dirige o estabelecimento, grupos de atividade econômica e grupos de área total
CA;Censo Agropecuário;1006;Número de estabelecimentos agropecuários com produção animal integrada à indústria, por tipo de produção animal integrada à indústria, condição do produtor em relação às terras, tipos de insumos pagos pelo integrador, nível de instrução da pessoa que dirige o estabelecimento e grupos de área total
CA;Censo Agropecuário;1008;Número de estabelecimentos agropecuários com uso de agrotóxicos por tipo de equipamento utilizado na aplicação do agrotóxico, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orinteção técnica, uso de equipamentos de proteção e indicativo de pessoas intoxicadas
CA;Censo Agropecuário;1009;Número de estabelecimentos agropecuários com uso de agrotóxicos por tipo de equipamento utilizado na aplicação do agrotóxico, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orinteção técnica, uso de equipamentos de proteção e destino das embalagens
CA;Censo Agropecuário;1010;Número de estabelecimentos agropecuários com tratamento de esterco de animais por local onde ocorreu o tratamento, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orientação técnica, grupos de atividade econômica e grupos de área total
CA;Censo Agropecuário;1011;Número de estabelecimentos agropecuários e Área dos estabelecimentos por utilização das terras e grupos e classes da atividade econômica
CA;Censo Agropecuário;1012;Número de estabelecimentos agropecuários com recursos hídricos, por tipo de recurso hídrico, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, grupos de atividade econômica e grupos de área total
CA;Censo Agropecuário;1013;Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição do produtor em relação às terras e grupos e classes da atividade econômica
CA;Censo Agropecuário;1014;Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal do produtor em relação às terras, sexo do dirigente, condição do produtor em relação às terras, direção do estabelecimento, classe de idade do produtor e nível de instrução do produtor
CA;Censo Agropecuário;1015;Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal do produtor em relação às terras, sexo do dirigente e condição do produtor em relação às terras
CA;Censo Agropecuário;1016;Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal do produtor em relação às terras, naturalidade ou nacionalidade da pessoa que dirige o estabelecimento, residência da pessoa que dirige o estabelecimento, associação à cooperativa e/ou entidade de classe, orientação técnica e origem da orientação técnica
CA;Censo Agropecuário;1017;Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal do produtor em relação às terras, naturalidade ou nacionalidade da pessoa que dirige o estabelecimento, associação à cooperativa e/ou entidade de classe e atividade econômica fora do estabelecimento agropecuário
CA;Censo Agropecuário;1018;Número de estabelecimentos agropecuários com produtor proprietário por forma de obtenção das terras, sexo do dirigente, classe de idade da pessoa que dirige o estabelecimento, nível de instrução da pessoa dirige o estabelecimento e grupos de área total
CA;Censo Agropecuário;1019;Número de estabelecimentos agropecuários com produtor proprietário por forma de obtenção das terras, naturalidade ou nacionalidade da pessoa que dirige o estabelecimento e grupos de atividade econômica
CA;Censo Agropecuário;1020;Produtores na direção dos trabalhos dos estabelecimentos agropecuários por sexo do dirigente, grupos de anos de direção, condição do produtor em relação às terras, classe de idade do produtor, nível de instrução do produtor e grupos de atividade econômica
CA;Censo Agropecuário;1021;Produtores na direção dos trabalhos dos estabelecimentos agropecuários por sexo do dirigente, grupos de anos de direção, condição do produtor em relação às terras, classe de idade do produtor, nível de instrução do produtor e grupos de área total
CA;Censo Agropecuário;1022;Pessoas que dirigem os estabelecimentos agropecuários por residência da pessoa que dirige o estabelecimento, sexo da pessoa que dirige o estabelecimento, condição legal do produtor, nível de instrução da pessoa que dirige o estabelecimento, grupos de atividade econômica e grupos de área total
CA;Censo Agropecuário;1025;Número de estabelecimentos agropecuários com mais de 50 cabeças em 31/12, Número de cabeças de bovinos nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12 e Valor dos bovinos nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12, por Movimento pecuário de bovinos nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12, condição do produtor em relação às terras, finalidade da criaçãos, grupos de cabeças de bovinos e grupos de área de pastagem
CA;Censo Agropecuário;1030;Número, Área total e Área média dos estabelecimentos agropecuários - série histórica (1920/2006)
CA;Censo Agropecuário;1031;Utilização das terras por tipo de utilização - série histórica (1920/2006)
CA;Censo Agropecuário;1032;Pessoal ocupado e Média de pessoal ocupado em estabelecimentos agropecuários - série histórica (1920/2006)
CA;Censo Agropecuário;1033;Número de tratores em estabelecimentos agropecuários e Área média de lavoura por trator - série histórica (1920/2006)
CA;Censo Agropecuário;1034;Efetivo de bovinos e Área média de pastagem por cabeça de bovino - série histórica (1920/2006)
CA;Censo Agropecuário;1035;Efetivo de animais nos estabelecimentos agropecuários por tipo de efetivo - série histórica (1920/2006)
CA;Censo Agropecuário;1097;Produção e Venda de leite de vaca no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de cabeças de bovinos, grupos de atividade econômica e grupos de área de pastagem
CA;Censo Agropecuário;1098;Número de estabelecimentos e Área dos estabelecimentos agropecuários, por condição do produtor em relação às terras, sexo, residência e classe de idade da pessoa que dirige o estabelecimento
CA;Censo Agropecuário;1099;Número de estabelecimentos e Área dos estabelecimentos agropecuários, por condição do produtor em relação às terras, sexo, residência e naturalidade ou nacionalidade da pessoa que dirige o estabelecimento
CA;Censo Agropecuário;1101;Número de estabelecimentos agropecuários, por uso de agricultura orgânica, condição do produtor em relação às terras, associação à cooperativa ou entidade de classe, orientação técnica recebida e nível de instrução da pessoa que dirige o estabelecimento
CA;Censo Agropecuário;1109;Número de estabelecimentos e Área dos estabelecimentos agropecuários, por condição do produtor em relação às terras e agricultura familiar
CA;Censo Agropecuário;1110;Número de estabelecimentos agropecuários com produtor proprietário por forma de obtenção das terras e agricultura familiar
CA;Censo Agropecuário;1111;Produtores na direção dos trabalhos dos estabelecimentos agropecuários por sexo do dirigente, grupos de anos de direção e agricultura familiar
CA;Censo Agropecuário;1112;Número de estabelecimentos agropecuários e Área dos estabelecimentos por utilização das terras e agricultura familiar
CA;Censo Agropecuário;1113;Pessoal ocupado em estabelecimentos agropecuários em 31/12, total e de 14 anos e mais, por sexo e agricultura familiar
CA;Censo Agropecuário;1114;Pessoal ocupado em estabelecimentos agropecuários em 31/12, total e de 14 anos e mais, com laço de parentesco com o produtor, por principais aspectos em relação ao pessoal ocupado e agriculltura familiar
CA;Censo Agropecuário;1115;Número de estabelecimentos agropecuários em que o produtor declarou ter atividade fora do estabelecimento no ano por tipo de atividade e agricultura familiar
CA;Censo Agropecuário;1116;Número de estabelecimentos agropecuários que obtiveram receitas e Valor das receitas obtidas no ano por tipo de receita e agricultura familiar
CA;Censo Agropecuário;1117;Número de estabelecimentos agropecuários que obtiveram outras receitas e Valor das outras receitas obtidas no ano, por tipo de outras receitas e agricultura familiar
CA;Censo Agropecuário;1118;Número de estabelecimentos agropecuários com produção no ano e Valor da produção no ano por tipo de produção e agricultura familiar
CA;Censo Agropecuário;1119;Número de estabelecimentos agropecuários que não obtiveram financiamento por motivo da não obtenção do financiamento e agricultura familiar
CA;Censo Agropecuário;1120;Número de estabelecimentos agropecuários que obtiveram financiamento por finalidade do financiamento e agriculltura familiar
CA;Censo Agropecuário;1177;Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, destino da produção, tipo de colheita e tipo de cultivo
CA;Censo Agropecuário;1178;Valor da produção e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com até 50 pés existentes por produtos da lavoura permanente, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica
CA;Censo Agropecuário;1179;Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, uso de irrigação, uso de agrotóxicos, uso de adubação e principal mês da colheita
CA;Censo Agropecuário;1181;Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área colhida
CA;Censo Agropecuário;1224;Número de estabelecimentos agropecuários com bovinos e Número de cabeças de bovinos por agricultura familiar e não familiar
CA;Censo Agropecuário;1225;Número de estabelecimentos agropecuários com suínos, Número de cabeças e Valor da venda de suínos por agricultura familiar e não familiar
CA;Censo Agropecuário;1226;Número de estabelecimentos agropecuários com galinhas, galos, frangas, frangos e pintos, Número de cabeças, Valor da produção e Produção de ovos de galinha por agricultura familiar e não familiar
CA;Censo Agropecuário;1227;Número de estabelecimentos agropecuários, Quantidade produzida e Valor da produção de leite por agricultura familiar e não familiar e tipo de leite
CA;Censo Agropecuário;1244;Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal das terras, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total
CA;Censo Agropecuário;1245;Número de estabelecimentos agropecuários por uso de calcário e/ou outros corretivos do pH do solo, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orientação técnica e grupos de área total
CA;Censo Agropecuário;1246;Número de estabelecimentos agropecuários, total, com controle de doenças e/ou parasitas em animais e que fazem rotação de pastagens por condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orientação técnica e grupos de área total
CA;Censo Agropecuário;1249;Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, produtos utilizados na adubação, local onde foi feita a adubação e classes de idade do produtor
CA;Censo Agropecuário;1250;Rendimento médio na produção vegetal dos estabelecimentos agropecuários por tipo de produção vegetal - série histórica (1920/2006)
CA;Censo Agropecuário;1251;Produção vegetal, Área colhida e Rendimento médio de café em grão e laranja nos estabelecimentos agropecuários - série histórica (1920/2006)
CA;Censo Agropecuário;1258;Número de estabelecimentos, Área, Valor total da produção, Renda, Despesa e Fincanciamento dos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1259;Número de estabelecimentos agropecuários e Área dos estabelecimentos agropecuários por condição do produtor em relação às terras, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1260;Pessoal ocupado em estabelecimentos agropecuários por classes de dias trabalhados, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1261;Número de estabelecimentos agropecuários por características tecnológicas/associativas, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1262;Pecuária de corte nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1267;Pecuária de leite nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1268;Suínos nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1269;Aves nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1270;Ovos nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1271;Produtos da lavoura permanente nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1272;Produtos da lavoura temporária nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1273;Grupos de área total, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1274;Valores e Área nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1275;Valor dos investimentos nos estabelecimentos agropecuários por tipo de investimento, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1276;Unidades de trabalho familiar e contratado nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1277;Valor dos bens nos estabelecimentos agropecuários por tipo de bem, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1278;Agroindústria rural nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1329;Renda dos estabelecimentos agropecuários por grupos de renda, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1330;Estabelecimentos agropecuários com empregados permanentes, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1331;Estabelecimentos agropecuários com serviços de empreitada por dias de utilização, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1372;Renda monetária dos estabelecimentos agropecuários por grupos de renda monetária, segundo indicadores da agricultura familiar e não familiar - FAO
CA;Censo Agropecuário;1421;Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, grupos de área de lavouras, grupos de área de pastagens e classificação por módulo fiscal
CA;Censo Agropecuário;1422;Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, grupos de pessoal ocupado, classes de valor da produção e classificação por módulo fiscal
CA;Censo Agropecuário;1431;Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, e Área dos estabelecimentos por utilização das terras e sexo do dirigente - (MDA)
CA;Censo Agropecuário;1459;Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, uso de agrotóxicos e uso de agricultura orgânica
CA;Censo Agropecuário;1523;Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por tipo de alternativa para controle de pragas e/ou doenças em vegetais, tempo em que o produtor dirige o estabelecimento, associaçâo à cooperativa e/ou à entidade de classe e grupos de área total - (MDA),
CA;Censo Agropecuário;1524;Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por tipo de alternativa para controle de pragas e/ou doenças em vegetais, condição do produtor em relação às terras, orientação técnica, uso de agricultura orgânica e nível de instrução da pessoa que dirige o estabelecimento - (MDA)
CA;Censo Agropecuário;1525;Número de estabelecimentos agropecuários e Área dos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras e grupos e classes de atividade econômica - (MDA)
CA;Censo Agropecuário;1555;Número de estabelecimentos agropecuários com produção no ano e Valor da produção no ano por tipo de produção e classes de idade do produtor
CA;Censo Agropecuário;1561;Número de estabelecimentos agropecuários que obtiveram receitas e Valor das receitas obtidas no ano por tipo de receita e classes de idade do produtor
CA;Censo Agropecuário;1569;Número de estabelecimentos agropecuários que obtiveram outras receitas e Valor das outras receitas obtidas no ano por tipo de outras receitas e classes de idade do produtor
CA;Censo Agropecuário;1570;Número de estabelecimentos agropecuários que realizaram despesas no ano e Valor das despesas realizadas no ano por tipo de despesa e classes de idade do produtor
CA;Censo Agropecuário;1571;Número de estabelecimentos agropecuários com informações sobre bens e Valor dos bens em 31/12 por tipo de bem e classes de idade do produtor
CA;Censo Agropecuário;1648;Pessoas que dirigem os estabelecimentos agropecuários, por residência da pessoa que dirige o estabelecimento, sexo da pessoa que dirige o estabelecimento, condição legal do produtor, niível de instrução da pessoa que dirige o estabelecimento e grupos de atividade econômica - (MDA - PRONAF)
CA;Censo Agropecuário;1653;Número de estabelecimentos agropecuários, por uso de calcário e/ou outros corretivos do pH do solo, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e orientação técnica - (MDA - PRONAF)
CA;Censo Agropecuário;1654;Efetivo da silvicultura no ano nos estabelecimentos agropecuários e Número de pés existentes em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área cortada - (MDA - PRONAF)
CA;Censo Agropecuário;1657;Movimento da aquicultura no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de área de espelho d'água, ambiente da criação e grupos de atividade econômica - (MDA - PRONAF)
CA;Censo Agropecuário;1658;Número de estabelecimentos agropecuários com tratores e Quantidade de tratores existentes nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por potência dos tratores, condição do produtor em relação às terras, grupos de atividade econômica, grupos de área de lavoura e grupos de área total - (MDA)
CA;Censo Agropecuário;1659;Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, Quantidade e Capacidade dos tanques para resfriamento de leite, por condição do produtor em relação às terras, orientação técnica, grupos de atividade econômica e grupos de área total - (MDA)
CA;Censo Agropecuário;1667;Efetivo de ovinos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica
CA;Censo Agropecuário;1668;Efetivo de caprinos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica
CA;Censo Agropecuário;1669;Número de estabelecimentos agropecuários, com tratamento de esterco de animais, por local onde ocorreu o tratamento, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orientação técnica e grupos de atividade econômica - (MDA - PRONAF)
CA;Censo Agropecuário;1670;Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes, por produtos da lavoura permanente, destino da produção, tipo de colheita e tipo de cultivo - (MDA - PRONAF)
CA;Censo Agropecuário;1671;Efetivo de galinhas, galos, frangas, frangos e pintos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica
CA;Censo Agropecuário;1672;Composição de suínos no ano, nos estabelecimentos agropecuários, por plantel de suínos, grupos de cabeças e grupos de atividade econômica
CA;Censo Agropecuário;1673;Produção, Valor da produção, Venda e Valor da venda de leite de vaca no ano nos estabelecimentos agropecuários, por uso de inseminação artificial, se faz transferência de embriões, uso de ordenha mecânica e grupos de atividade econômica
CA;Censo Agropecuário;1679;Valor da produção e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com até 50 pés existentes, por produtos da lavoura permanente, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)
CA;Censo Agropecuário;1680;Número de estabelecimentos agropecuários, total, com controle de doenças e/ou parasitas em animais e que fazem rotação de pastagens, por condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e orientação técnica - (MDA - PRONAF)
CA;Censo Agropecuário;1682;Produção, Quantidade vendida e Valor da produção na silvicultura nos estabelecimentos agropecuários, por produtos da silvicultura, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)
CA;Censo Agropecuário;1688;Produção, Venda e Valores da produção e da venda na extração vegetal nos estabelecimentos agropecuários, por produtos da extração vegetal, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)
CA;Censo Agropecuário;1689;Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, grupos de atividade econômica e grupos de área total
CA;Censo Agropecuário;1704;Produção, Venda e Valores da produção e da venda na floricultura e/ou plantas ornamentais nos estabelecimentos agropecuários, por produtos da floricultura, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)
CA;Censo Agropecuário;1706;Produção, Venda e Valor da produção na horticultura nos estabelecimentos agropecuários, por produtos da horticultura, condição do produtor em relação às terras, grupos de atividade econômica e uso de irrigação - (MDA - PRONAF)
CA;Censo Agropecuário;1711;Produção, Venda e Valor da produção na horticultura nos estabelecimentos agropecuários, por produtos da horticultura, destino da produção, uso de agrotóxicos e uso de adubação - (MDA - PRONAF)
CA;Censo Agropecuário;1712;Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, condição produtor em relação às terras, grupos de atividade econômica, grupos de área total e grupos de área colhida - (MDA - PRONAF)
CA;Censo Agropecuário;1716;Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, tipo de semente, tipo de colheita e tipo de cultivo - (MDA - PRONAF)
CA;Censo Agropecuário;1720;Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, uso de agrotóxicos, uso de adubação e principal mês de plantio e de colheita - (MDA - PRONAF)
CA;Censo Agropecuário;1723;Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, destino da produção e uso de irrigação - (MDA - PRONAF)
CA;Censo Agropecuário;1724;Produção, Venda e Valor da produção na agroindústria rural nos estabelecimentos agropecuários, por produtos da agroindústria rural, condição produtor em relação às terras, grupos de atividade econômica e destino da produção - (MDA - PRONAF)
CA;Censo Agropecuário;1729;Efetivo de bovinos nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de cabeças, grupos de atividade econômica e grupos de área de pastagem - (MDA - PRONAF)
CA;Censo Agropecuário;1730;Quantidade produzida por produtos das lavouras permanentes - série histórica (1940/2006)
CA;Censo Agropecuário;1731;Quantidade produzida por produtos das lavouras temporárias - série histórica (1940/2006)
CA;Censo Agropecuário;1748;Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, e Quantidade de máquinas e implementos agrícolas existentes por tipo de máquina e implementos agrícolas, condição do produtor em relação às terras, grupos de atividade econômica, grupos de área de lavoura e grupos de área total - (MDA)
CA;Censo Agropecuário;1749;Efetivo da pecuária nos estabelecimentos agropecuários, com agricultura familiar e não familiar, em 31/12 por espécie de efetivo, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total - (MDA)
CA;Censo Agropecuário;1750;Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por origem da orientação técnica recebida, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e orientação técnica - (MDA)
CA;Censo Agropecuário;1819;Número de estabelecimentos agropecuários com uso de irrigação e Área irrigada dos estabelecimentos, por método utilizado para irrigação e grupos e classes de atividade
